 TIME                    	Twb                      	Tcw                      	Tchw                     	Twind                    	Td                       	Gcw                      	Gchw                     	Qfuhe                    	PUE                      	
 8200.67    -1.47    19.13    21.16    27.07    10.81     1.00     1.00    80.06     1.29
 8200.83    -1.65    19.05    21.08    26.99    10.82     1.00     1.00    80.06     1.29
 8201.00    -1.78    18.97    21.00    26.91    10.82     1.00     1.00    80.06     1.29
 8201.17    -1.82    18.90    20.93    26.84    10.81     1.00     1.00    80.05     1.29
 8201.33    -1.85    18.85    20.87    26.78    10.81     1.00     1.00    80.05     1.29
 8201.50    -1.88    18.81    20.82    26.73    10.80     1.00     1.00    80.05     1.29
 8201.67    -1.91    18.77    20.79    26.69    10.80     1.00     1.00    80.05     1.29
 8201.83    -1.94    18.74    20.75    26.65    10.80     1.00     1.00    80.05     1.29
 8202.00    -1.97    18.71    20.73    26.62    10.79     1.00     1.00    80.05     1.29
 8202.17    -2.03    18.68    20.70    26.59    10.79     1.00     1.00    80.05     1.29
 8202.33    -2.12    18.65    20.67    26.56    10.79     1.00     1.00    80.05     1.29
 8202.50    -2.21    18.62    20.63    26.53    10.79     1.00     1.00    80.05     1.29
 8202.67    -2.30    18.58    20.60    26.49    10.80     1.00     1.00    80.05     1.29
 8202.83    -2.39    18.54    20.56    26.46    10.80     1.00     1.00    80.05     1.29
 8203.00    -2.49    18.50    20.52    26.42    10.80     1.00     1.00    80.06     1.29
 8203.17    -2.57    18.46    20.48    26.38    10.80     1.00     1.00    80.06     1.29
 8203.33    -2.65    18.43    20.44    26.34    10.80     1.00     1.00    80.06     1.29
 8203.50    -2.74    18.39    20.39    26.29    10.81     1.00     1.00    80.06     1.29
 8203.67    -2.83    18.34    20.35    26.25    10.81     1.00     1.00    80.07     1.29
 8203.83    -2.92    18.30    20.31    26.21    10.81     1.00     1.00    80.07     1.29
 8204.00    -3.00    18.26    20.27    26.17    10.81     1.00     1.00    80.07     1.29
 8204.17    -3.10    18.22    20.22    26.13    10.81     1.00     1.00    80.08     1.29
 8204.33    -3.22    18.18    20.18    26.08    10.81     1.00     1.00    80.09     1.29
 8204.50    -3.35    18.13    20.13    26.04    10.81     1.00     1.00    80.09     1.29
 8204.67    -3.47    18.08    20.09    25.99    10.81     1.00     1.00    80.10     1.29
 8204.83    -3.60    18.03    20.04    25.94    10.82     1.00     1.00    80.11     1.29
 8205.00    -4.01    17.97    19.97    25.88    10.82     1.00     1.00    80.12     1.29
 8205.17    -4.11    17.89    19.90    25.81    10.83     1.00     1.00    80.13     1.29
 8205.33    -4.18    17.83    19.84    25.75    10.83     1.00     1.00    80.15     1.29
 8205.50    -4.25    17.78    19.78    25.69    10.83     1.00     1.00    80.16     1.29
 8205.67    -4.33    17.73    19.74    25.64    10.83     1.00     1.00    80.18     1.29
 8205.83    -4.40    17.68    19.69    25.60    10.83     1.00     1.00    80.20     1.29
 8206.00    -4.48    17.64    19.65    25.56    10.83     1.00     1.00    80.22     1.29
 8206.17    -4.56    17.60    19.61    25.52    10.83     1.00     1.00    80.25     1.29
 8206.33    -4.65    17.56    19.57    25.48    10.83     1.00     1.00    80.28     1.29
 8206.50    -4.74    17.52    19.53    25.44    10.84     1.00     1.00    80.32     1.29
 8206.67    -4.84    17.48    19.49    25.40    10.84     1.00     1.00    80.36     1.29
 8206.83    -4.93    17.44    19.45    25.37    10.85     1.00     1.00    80.41     1.29
 8207.00    -5.03    17.40    19.41    25.33    10.86     1.00     1.00    80.46     1.29
 8207.17    -5.10    17.36    19.37    25.29    10.86     1.00     1.00    80.52     1.29
 8207.33    -5.15    17.32    19.33    25.26    10.87     1.00     1.00    80.59     1.29
 8207.50    -5.20    17.28    19.30    25.23    10.88     1.00     1.00    80.68     1.29
 8207.67    -5.25    17.25    19.27    25.20    10.89     1.00     1.00    80.77     1.29
 8207.83    -5.31    17.22    19.24    25.18    10.90     1.00     1.00    80.88     1.29
 8208.00    -5.37    17.19    19.21    25.16    10.91     1.00     1.00    81.00     1.29
 8208.17    -5.47    17.16    19.18    25.13    10.93     1.00     1.00    81.14     1.29
 8208.33    -5.59    17.12    19.15    25.11    10.95     1.00     1.00    81.30     1.29
 8208.50    -5.72    17.08    19.11    25.09    10.97     1.00     1.00    81.48     1.29
 8208.67    -5.85    17.04    19.07    25.06    11.00     1.00     1.00    81.68     1.29
 8208.83    -5.97    16.99    19.03    25.03    11.02     1.00     1.00    81.91     1.29
 8209.00    -6.10    16.94    18.99    25.00    11.05     1.00     1.00    82.17     1.28
 8209.17    -6.20    16.90    18.95    24.98    11.09     1.00     1.00    82.46     1.28
 8209.33    -6.26    16.85    18.91    24.96    11.12     1.00     1.00    82.78     1.28
 8209.50    -6.33    16.81    18.88    24.94    11.16     1.00     1.00    83.14     1.28
 8209.67    -6.41    16.77    18.85    24.94    11.21     1.00     1.00    83.54     1.28
 8209.83    -6.48    16.74    18.82    24.93    11.26     1.00     1.00    83.98     1.28
 8210.00    -6.55    16.70    18.79    24.93    11.31     1.00     1.00    84.47     1.28
 8210.17    -6.65    16.67    18.77    24.94    11.37     1.00     1.00    85.00     1.27
 8210.33    -6.77    16.63    18.75    24.95    11.44     1.00     1.00    85.57     1.27
 8210.50    -6.90    16.59    18.72    24.96    11.51     1.00     1.00    86.19     1.27
 8210.67    -7.02    16.55    18.69    24.97    11.59     1.00     1.00    86.85     1.27
 8210.83    -7.13    16.51    18.67    24.98    11.68     1.00     1.00    87.56     1.27
 8211.00    -7.24    16.46    18.64    25.00    11.77     1.00     1.00    88.31     1.26
 8211.17    -7.34    16.42    18.62    25.03    11.86     1.00     1.00    89.10     1.26
 8211.33    -7.43    16.39    18.60    25.05    11.96     1.00     1.00    89.92     1.26
 8211.50    -7.51    16.35    18.58    25.09    12.06     1.00     1.00    90.76     1.26
 8211.67    -7.59    16.32    18.57    25.13    12.16     1.00     1.00    91.63     1.25
 8211.83    -7.66    16.30    18.56    25.17    12.27     1.00     1.00    92.50     1.25
 8212.00    -7.73    16.27    18.56    25.22    12.37     1.00     1.00    93.38     1.25
 8212.17    -7.77    16.25    18.55    25.27    12.48     1.00     1.00    94.25     1.25
 8212.33    -7.78    16.23    18.55    25.32    12.59     1.00     1.00    95.10     1.25
 8212.50    -7.79    16.22    18.56    25.37    12.69     1.00     1.00    95.92     1.24
 8212.67    -7.80    16.21    18.57    25.43    12.78     1.00     1.00    96.69     1.24
 8212.83    -7.81    16.20    18.58    25.49    12.88     1.00     1.00    97.41     1.24
 8213.00    -7.82    16.19    18.59    25.54    12.96     1.00     1.00    98.05     1.24
 8213.17    -7.85    16.19    18.60    25.59    13.04     1.00     1.00    98.63     1.24
 8213.33    -7.89    16.18    18.60    25.63    13.11     1.00     1.00    99.11     1.24
 8213.50    -7.91    16.17    18.60    25.66    13.17     1.00     1.00    99.49     1.23
 8213.67    -7.93    16.17    18.61    25.68    13.21     1.00     1.00    99.77     1.23
 8213.83    -7.94    16.16    18.61    25.70    13.25     1.00     1.00    99.94     1.23
 8214.00    -7.96    16.15    18.60    25.70    13.26     1.00     1.00   100.00     1.23
 8214.17    -8.03    16.14    18.59    25.70    13.27     1.00     1.00    99.94     1.23
 8214.33    -8.13    16.13    18.58    25.68    13.26     1.00     1.00    99.77     1.23
 8214.50    -8.24    16.10    18.55    25.64    13.24     1.00     1.00    99.50     1.23
 8214.67    -8.36    16.08    18.52    25.59    13.21     1.00     1.00    99.11     1.24
 8214.83    -8.47    16.04    18.48    25.53    13.16     1.00     1.00    98.63     1.24
 8215.00    -8.57    16.01    18.43    25.45    13.11     1.00     1.00    98.06     1.24
 8215.17    -8.66    15.97    18.38    25.37    13.04     1.00     1.00    97.42     1.24
 8215.33    -8.72    15.93    18.33    25.27    12.96     1.00     1.00    96.70     1.24
 8215.50    -8.77    15.90    18.28    25.18    12.87     1.00     1.00    95.93     1.24
 8215.67    -8.78    15.87    18.23    25.08    12.77     1.00     1.00    95.11     1.25
 8215.83    -8.76    15.85    18.19    24.99    12.66     1.00     1.00    94.26     1.25
 8216.00    -8.70    15.83    18.15    24.90    12.55     1.00     1.00    93.39     1.25
 8216.17    -8.62    15.83    18.13    24.82    12.44     1.00     1.00    92.52     1.25
 8216.33    -8.49    15.84    18.12    24.75    12.33     1.00     1.00    91.64     1.25
 8216.50    -8.32    15.86    18.12    24.70    12.21     1.00     1.00    90.78     1.26
 8216.67    -8.12    15.90    18.13    24.65    12.10     1.00     1.00    89.93     1.26
 8216.83    -7.89    15.95    18.16    24.63    11.99     1.00     1.00    89.11     1.26
 8217.00    -7.64    16.02    18.21    24.62    11.88     1.00     1.00    88.32     1.26
 8217.17    -7.39    16.09    18.26    24.62    11.77     1.00     1.00    87.57     1.27
 8217.33    -7.13    16.17    18.33    24.64    11.68     1.00     1.00    86.86     1.27
 8217.50    -6.87    16.27    18.40    24.67    11.59     1.00     1.00    86.20     1.27
 8217.67    -6.61    16.36    18.48    24.71    11.50     1.00     1.00    85.58     1.27
 8217.83    -6.36    16.46    18.57    24.75    11.42     1.00     1.00    85.00     1.27
 8218.00    -6.13    16.56    18.65    24.81    11.35     1.00     1.00    84.48     1.28
 8218.17    -5.90    16.66    18.74    24.86    11.28     1.00     1.00    83.99     1.28
 8218.33    -5.66    16.76    18.83    24.92    11.22     1.00     1.00    83.55     1.28
 8218.50    -5.42    16.86    18.92    24.99    11.17     1.00     1.00    83.15     1.28
 8218.67    -5.19    16.96    19.01    25.05    11.12     1.00     1.00    82.79     1.28
 8218.83    -4.97    17.06    19.10    25.12    11.07     1.00     1.00    82.46     1.28
 8219.00    -4.76    17.16    19.19    25.20    11.03     1.00     1.00    82.17     1.28
 8219.17    -4.57    17.25    19.28    25.27    11.00     1.00     1.00    81.91     1.29
 8219.33    -4.39    17.34    19.37    25.34    10.97     1.00     1.00    81.68     1.29
 8219.50    -4.22    17.43    19.45    25.40    10.94     1.00     1.00    81.48     1.29
 8219.67    -4.07    17.51    19.52    25.47    10.92     1.00     1.00    81.30     1.29
 8219.83    -3.63    17.60    19.61    25.55    10.89     1.00     1.00    81.14     1.29
 8220.00    -3.50    17.70    19.71    25.63    10.87     1.00     1.00    81.00     1.29
 8220.17    -3.38    17.78    19.79    25.71    10.85     1.00     1.00    80.88     1.29
 8220.33    -3.26    17.86    19.87    25.78    10.84     1.00     1.00    80.77     1.29
 8220.50    -3.16    17.93    19.93    25.84    10.83     1.00     1.00    80.68     1.29
 8220.67    -3.07    17.99    19.99    25.90    10.83     1.00     1.00    80.59     1.29
 8220.83    -2.98    18.05    20.05    25.95    10.82     1.00     1.00    80.52     1.29
 8221.00    -2.89    18.10    20.10    26.00    10.81     1.00     1.00    80.46     1.29
 8221.17    -2.79    18.15    20.16    26.05    10.80     1.00     1.00    80.41     1.29
 8221.33    -2.68    18.20    20.21    26.10    10.79     1.00     1.00    80.36     1.29
 8221.50    -2.57    18.25    20.26    26.15    10.79     1.00     1.00    80.32     1.29
 8221.67    -2.47    18.30    20.31    26.20    10.79     1.00     1.00    80.28     1.29
 8221.83    -2.38    18.35    20.36    26.24    10.78     1.00     1.00    80.25     1.29
 8222.00    -2.30    18.39    20.40    26.29    10.78     1.00     1.00    80.22     1.29
 8222.17    -2.22    18.43    20.44    26.33    10.78     1.00     1.00    80.20     1.29
 8222.33    -2.17    18.47    20.48    26.36    10.78     1.00     1.00    80.18     1.29
 8222.50    -2.14    18.50    20.51    26.40    10.78     1.00     1.00    80.16     1.29
 8222.67    -2.13    18.53    20.54    26.42    10.78     1.00     1.00    80.15     1.29
 8222.83    -2.14    18.54    20.56    26.44    10.78     1.00     1.00    80.13     1.29
 8223.00    -2.17    18.55    20.57    26.45    10.78     1.00     1.00    80.12     1.29
 8223.17    -2.20    18.56    20.57    26.46    10.78     1.00     1.00    80.11     1.29
 8223.33    -2.24    18.55    20.57    26.46    10.78     1.00     1.00    80.10     1.29
 8223.50    -2.30    18.54    20.56    26.45    10.79     1.00     1.00    80.09     1.29
 8223.67    -2.38    18.53    20.54    26.43    10.79     1.00     1.00    80.09     1.29
 8223.83    -2.47    18.50    20.52    26.41    10.79     1.00     1.00    80.08     1.29
 8224.00    -2.59    18.47    20.47    26.38    10.80     1.00     1.00    80.07     1.29
 8224.17    -2.73    18.43    20.43    26.34    10.81     1.00     1.00    80.07     1.29
 8224.33    -2.92    18.38    20.38    26.29    10.81     1.00     1.00    80.07     1.29
 8224.50    -3.15    18.31    20.32    26.23    10.82     1.00     1.00    80.06     1.29
 8224.67    -3.38    18.24    20.24    26.15    10.82     1.00     1.00    80.06     1.29
 8224.83    -3.58    18.15    20.16    26.08    10.83     1.00     1.00    80.06     1.29
 8225.00    -3.75    18.07    20.08    25.99    10.83     1.00     1.00    80.06     1.29
 8225.17    -3.86    18.00    20.01    25.92    10.83     1.00     1.00    80.05     1.29
 8225.33    -4.26    17.92    19.93    25.84    10.83     1.00     1.00    80.05     1.29
 8225.50    -4.35    17.83    19.84    25.75    10.83     1.00     1.00    80.05     1.29
 8225.67    -4.44    17.76    19.77    25.68    10.83     1.00     1.00    80.05     1.29
 8225.83    -4.53    17.70    19.71    25.61    10.82     1.00     1.00    80.05     1.29
 8226.00    -4.61    17.65    19.65    25.56    10.82     1.00     1.00    80.05     1.29
 8226.17    -4.69    17.60    19.60    25.51    10.81     1.00     1.00    80.05     1.29
 8226.33    -4.77    17.56    19.56    25.46    10.81     1.00     1.00    80.05     1.29
 8226.50    -4.84    17.52    19.52    25.42    10.81     1.00     1.00    80.05     1.29
 8226.67    -4.91    17.48    19.48    25.38    10.81     1.00     1.00    80.05     1.29
 8226.83    -4.99    17.44    19.44    25.34    10.81     1.00     1.00    80.05     1.29
 8227.00    -5.08    17.41    19.41    25.31    10.81     1.00     1.00    80.06     1.29
 8227.17    -5.14    17.37    19.37    25.27    10.81     1.00     1.00    80.06     1.29
 8227.33    -5.18    17.34    19.34    25.24    10.81     1.00     1.00    80.06     1.29
 8227.50    -5.23    17.31    19.31    25.21    10.81     1.00     1.00    80.06     1.29
 8227.67    -5.27    17.28    19.28    25.18    10.81     1.00     1.00    80.07     1.29
 8227.83    -5.31    17.25    19.25    25.15    10.81     1.00     1.00    80.07     1.29
 8228.00    -5.36    17.23    19.23    25.12    10.81     1.00     1.00    80.07     1.29
 8228.17    -5.43    17.20    19.20    25.10    10.81     1.00     1.00    80.08     1.29
 8228.33    -5.54    17.17    19.17    25.07    10.81     1.00     1.00    80.09     1.29
 8228.50    -5.64    17.14    19.14    25.03    10.81     1.00     1.00    80.09     1.29
 8228.67    -5.75    17.10    19.10    25.00    10.81     1.00     1.00    80.10     1.29
 8228.83    -5.85    17.06    19.06    24.96    10.82     1.00     1.00    80.11     1.29
 8229.00    -5.95    17.02    19.02    24.92    10.82     1.00     1.00    80.12     1.29
 8229.17    -6.04    16.98    18.98    24.88    10.82     1.00     1.00    80.13     1.29
 8229.33    -6.12    16.94    18.95    24.85    10.82     1.00     1.00    80.15     1.29
 8229.50    -6.19    16.91    18.91    24.81    10.82     1.00     1.00    80.16     1.29
 8229.67    -6.27    16.87    18.87    24.77    10.83     1.00     1.00    80.18     1.29
 8229.83    -6.35    16.83    18.84    24.74    10.83     1.00     1.00    80.20     1.29
 8230.00    -6.43    16.80    18.80    24.70    10.83     1.00     1.00    80.22     1.29
 8230.17    -6.51    16.76    18.75    24.67    10.83     1.00     0.98    80.25     1.29
 8230.33    -6.59    16.73    18.68    24.64    10.84     1.00     0.95    80.28     1.29
 8230.50    -6.68    16.69    18.60    24.60    10.84     1.00     0.91    80.32     1.28
 8230.67    -6.77    16.65    18.51    24.57    10.84     1.00     0.85    80.36     1.28
 8230.83    -6.86    16.61    18.39    24.55    10.83     1.00     0.79    80.41     1.28
 8231.00    -6.94    16.57    18.26    24.53    10.84     1.00     0.72    80.46     1.27
 8231.17    -7.03    16.54    18.09    24.55    10.86     1.00     0.64    80.52     1.27
 8231.33    -7.13    16.50    17.89    24.57    10.85     1.00     0.56    80.59     1.26
 8231.50    -7.22    16.46    17.66    24.64    10.83     1.00     0.48    80.68     1.26
 8231.67    -7.32    16.42    17.42    24.75    10.80     1.00     0.41    80.77     1.25
 8231.83    -7.41    16.38    17.20    24.96    10.78     1.00     0.35    80.88     1.25
 8232.00    -7.48    16.34    17.04    25.15    10.80     1.00     0.32    81.00     1.25
 8232.17    -7.55    16.30    16.95    25.25    10.84     1.00     0.30    81.14     1.24
 8232.33    -7.62    16.27    16.92    25.27    10.90     1.00     0.30    81.30     1.24
 8232.50    -7.69    16.24    16.89    25.26    10.93     1.00     0.30    81.48     1.24
 8232.67    -7.76    16.21    16.86    25.25    10.96     1.00     0.30    81.68     1.24
 8232.83    -7.83    16.18    16.83    25.25    10.99     1.00     0.30    81.91     1.24
 8233.00    -7.90    16.15    16.81    25.24    11.02     1.00     0.30    82.17     1.24
 8233.17    -7.95    16.12    16.78    25.24    11.05     1.00     0.30    82.46     1.24
 8233.33    -7.98    16.10    16.76    25.24    11.09     1.00     0.30    82.78     1.24
 8233.50    -8.01    16.08    16.74    25.25    11.13     1.00     0.30    83.14     1.24
 8233.67    -8.04    16.06    16.72    25.27    11.17     1.00     0.30    83.54     1.24
 8233.83    -8.08    16.04    16.71    25.29    11.22     1.00     0.30    83.98     1.24
 8234.00    -8.11    16.03    16.70    25.32    11.27     1.00     0.30    84.47     1.24
 8234.17    -8.15    16.01    16.69    25.35    11.33     1.00     0.30    85.00     1.23
 8234.33    -8.21    15.99    16.67    25.38    11.40     1.00     0.30    85.57     1.23
 8234.50    -8.25    15.98    16.66    25.42    11.47     1.00     0.30    86.19     1.23
 8234.67    -8.29    15.96    16.65    25.47    11.55     1.00     0.30    86.85     1.23
 8234.83    -8.33    15.95    16.64    25.52    11.63     1.00     0.30    87.56     1.23
 8235.00    -8.37    15.94    16.64    25.58    11.74     1.00     0.30    88.31     1.22
 8235.17    -8.39    15.93    16.63    25.64    11.83     1.00     0.30    89.10     1.22
 8235.33    -8.41    15.92    16.63    25.71    11.92     1.00     0.30    89.92     1.22
 8235.50    -8.42    15.91    16.63    25.78    12.02     1.00     0.30    90.76     1.22
 8235.67    -8.43    15.91    16.63    25.86    12.13     1.00     0.30    91.63     1.22
 8235.83    -8.44    15.91    16.64    25.94    12.23     1.00     0.30    92.50     1.21
 8236.00    -8.46    15.91    16.64    26.02    12.34     1.00     0.30    93.38     1.21
 8236.17    -8.48    15.91    16.65    26.11    12.45     1.00     0.30    94.25     1.21
 8236.33    -8.52    15.91    16.65    26.19    12.56     1.00     0.30    95.10     1.21
 8236.50    -8.56    15.91    16.66    26.27    12.66     1.00     0.30    95.92     1.21
 8236.67    -8.60    15.90    16.66    26.34    12.76     1.00     0.30    96.69     1.21
 8236.83    -8.64    15.90    16.66    26.41    12.86     1.00     0.30    97.41     1.20
 8237.00    -8.67    15.89    16.66    26.47    12.94     1.00     0.30    98.05     1.20
 8237.17    -8.70    15.88    16.66    26.53    13.02     1.00     0.30    98.63     1.20
 8237.33    -8.72    15.88    16.66    26.58    13.09     1.00     0.30    99.11     1.20
 8237.50    -8.73    15.87    16.65    26.62    13.15     1.00     0.30    99.49     1.20
 8237.67    -8.74    15.87    16.65    26.65    13.19     1.00     0.30    99.77     1.20
 8237.83    -8.75    15.87    16.65    26.68    13.22     1.00     0.30    99.94     1.20
 8238.00    -8.76    15.87    16.65    26.69    13.24     1.00     0.30   100.00     1.20
 8238.17    -8.79    15.86    16.65    26.69    13.25     1.00     0.30    99.94     1.20
 8238.33    -8.82    15.86    16.64    26.68    13.24     1.00     0.30    99.77     1.20
 8238.50    -8.86    15.85    16.63    26.65    13.22     1.00     0.30    99.50     1.20
 8238.67    -8.89    15.84    16.62    26.62    13.19     1.00     0.30    99.11     1.20
 8238.83    -8.93    15.83    16.61    26.57    13.14     1.00     0.30    98.63     1.20
 8239.00    -8.97    15.81    16.59    26.50    13.08     1.00     0.30    98.06     1.20
 8239.17    -8.99    15.79    16.57    26.43    13.01     1.00     0.30    97.42     1.20
 8239.33    -9.00    15.78    16.55    26.35    12.93     1.00     0.30    96.70     1.21
 8239.50    -9.00    15.77    16.53    26.27    12.84     1.00     0.30    95.93     1.21
 8239.67    -8.98    15.75    16.51    26.18    12.74     1.00     0.30    95.11     1.21
 8239.83    -8.93    15.75    16.50    26.10    12.64     1.00     0.30    94.26     1.21
 8240.00    -8.84    15.75    16.49    26.01    12.53     1.00     0.30    93.39     1.21
 8240.17    -8.73    15.76    16.49    25.93    12.42     1.00     0.30    92.52     1.21
 8240.33    -8.57    15.78    16.51    25.86    12.31     1.00     0.30    91.64     1.22
 8240.50    -8.34    15.81    16.54    25.84    12.17     1.00     0.30    90.78     1.22
 8240.67    -8.05    15.87    16.59    25.80    12.07     1.00     0.30    89.93     1.22
 8240.83    -7.73    15.95    16.66    25.80    11.96     1.00     0.30    89.11     1.22
 8241.00    -7.40    16.04    16.75    25.81    11.85     1.00     0.30    88.32     1.22
 8241.17    -7.09    16.15    16.84    25.83    11.75     1.00     0.30    87.57     1.23
 8241.33    -6.78    16.26    16.95    25.87    11.65     1.00     0.30    86.86     1.23
 8241.50    -6.47    16.38    17.06    25.91    11.56     1.00     0.30    86.20     1.23
 8241.67    -6.17    16.50    17.18    25.97    11.48     1.00     0.30    85.58     1.23
 8241.83    -5.89    16.62    17.30    26.03    11.40     1.00     0.30    85.00     1.23
 8242.00    -5.61    16.74    17.42    26.08    11.32     1.00     0.30    84.48     1.24
 8242.17    -5.31    16.87    17.54    26.14    11.25     1.00     0.30    83.99     1.24
 8242.33    -4.98    17.00    17.66    26.22    11.18     1.00     0.30    83.55     1.24
 8242.50    -4.65    17.13    17.79    26.31    11.13     1.00     0.30    83.15     1.24
 8242.67    -4.33    17.26    17.92    26.40    11.08     1.00     0.30    82.79     1.24
 8242.83    -3.72    17.41    18.07    26.51    11.02     1.00     0.30    82.46     1.24
 8243.00    -3.42    17.57    18.22    26.64    10.99     1.00     0.30    82.17     1.24
 8243.17    -3.14    17.72    18.37    26.76    10.96     1.00     0.30    81.91     1.24
 8243.33    -2.91    17.86    18.51    26.88    10.93     1.00     0.30    81.68     1.24
 8243.50    -2.70    17.99    18.64    26.99    10.90     1.00     0.30    81.48     1.24
 8243.67    -2.52    18.10    18.75    27.10    10.88     1.00     0.30    81.30     1.24
 8243.83    -2.37    18.21    18.86    27.19    10.87     1.00     0.30    81.14     1.24
 8244.00    -2.27    18.30    18.95    27.27    10.85     1.00     0.30    81.00     1.25
 8244.17    -2.18    18.38    19.03    27.35    10.84     1.00     0.30    80.88     1.25
 8244.33    -2.06    18.45    19.10    27.41    10.83     1.00     0.30    80.77     1.25
 8244.50    -1.96    18.51    19.16    27.47    10.82     1.00     0.30    80.68     1.25
 8244.67    -1.87    18.57    19.22    27.52    10.81     1.00     0.30    80.59     1.25
 8244.83    -1.78    18.62    19.27    27.56    10.80     1.00     0.30    80.52     1.25
 8245.00    -1.70    18.67    19.31    27.61    10.80     1.00     0.30    80.46     1.25
 8245.17    -1.62    18.71    19.36    27.65    10.79     1.00     0.30    80.41     1.25
 8245.33    -1.55    18.75    19.40    27.68    10.79     1.00     0.30    80.36     1.25
 8245.50    -1.47    18.79    19.44    27.72    10.78     1.00     0.30    80.32     1.25
 8245.67    -1.40    18.83    19.47    27.75    10.78     1.00     0.30    80.28     1.25
 8245.83    -1.33    18.86    19.51    27.78    10.77     1.00     0.30    80.25     1.25
 8246.00    -1.26    18.90    19.54    27.82    10.77     1.00     0.30    80.22     1.25
 8246.17    -1.20    18.93    19.57    27.85    10.77     1.00     0.30    80.20     1.25
 8246.33    -1.14    18.96    19.60    27.87    10.77     1.00     0.30    80.18     1.25
 8246.50    -1.10    18.99    19.63    27.90    10.76     1.00     0.30    80.16     1.25
 8246.67    -1.08    19.01    19.65    27.91    10.74     1.00     0.30    80.15     1.25
 8246.83    -1.07    19.03    19.67    27.93    10.74     1.00     0.30    80.13     1.25
 8247.00    -1.08    19.04    19.68    27.94    10.74     1.00     0.30    80.12     1.25
 8247.17    -1.11    19.04    19.69    27.95    10.74     1.00     0.30    80.11     1.25
 8247.33    -1.17    19.04    19.68    27.94    10.74     1.00     0.30    80.10     1.25
 8247.50    -1.26    19.03    19.67    27.93    10.75     1.00     0.30    80.09     1.25
 8247.67    -1.38    19.00    19.65    27.91    10.75     1.00     0.30    80.09     1.25
 8247.83    -1.51    18.97    19.61    27.88    10.76     1.00     0.30    80.08     1.25
 8248.00    -1.66    18.93    19.57    27.84    10.76     1.00     0.30    80.07     1.25
 8248.17    -1.81    18.88    19.52    27.80    10.76     1.00     0.30    80.07     1.25
 8248.33    -1.98    18.82    19.46    27.74    10.77     1.00     0.30    80.07     1.25
 8248.50    -2.18    18.75    19.40    27.68    10.77     1.00     0.30    80.06     1.25
 8248.67    -2.39    18.68    19.32    27.60    10.78     1.00     0.30    80.06     1.25
 8248.83    -2.58    18.60    19.24    27.53    10.78     1.00     0.30    80.06     1.25
 8249.00    -2.73    18.52    19.16    27.45    10.78     1.00     0.30    80.06     1.25
 8249.17    -2.84    18.44    19.09    27.37    10.78     1.00     0.30    80.05     1.25
 8249.33    -2.94    18.38    19.02    27.30    10.78     1.00     0.30    80.05     1.25
 8249.50    -3.05    18.32    18.96    27.24    10.77     1.00     0.30    80.05     1.25
 8249.67    -3.15    18.26    18.91    27.18    10.77     1.00     0.30    80.05     1.25
 8249.83    -3.24    18.21    18.86    27.13    10.77     1.00     0.30    80.05     1.25
 8250.00    -3.34    18.17    18.81    27.08    10.77     1.00     0.30    80.05     1.25
 8250.17    -3.41    18.12    18.76    27.04    10.79     1.00     0.30    80.05     1.25
 8250.33    -3.48    18.08    18.72    27.00    10.79     1.00     0.30    80.05     1.25
 8250.50    -3.54    18.04    18.69    26.97    10.79     1.00     0.30    80.05     1.25
 8250.67    -3.61    18.01    18.65    26.93    10.79     1.00     0.30    80.05     1.25
 8250.83    -3.67    17.97    18.62    26.89    10.79     1.00     0.30    80.05     1.25
 8251.00    -3.75    17.94    18.58    26.86    10.79     1.00     0.30    80.06     1.25
 8251.17    -3.83    17.90    18.55    26.82    10.79     1.00     0.30    80.06     1.25
 8251.33    -4.22    17.85    18.50    26.78    10.79     1.00     0.30    80.06     1.25
 8251.50    -4.30    17.79    18.43    26.72    10.80     1.00     0.30    80.06     1.25
 8251.67    -4.38    17.74    18.38    26.67    10.80     1.00     0.30    80.07     1.25
 8251.83    -4.46    17.69    18.33    26.61    10.80     1.00     0.30    80.07     1.25
 8252.00    -4.55    17.64    18.28    26.57    10.80     1.00     0.30    80.07     1.25
 8252.17    -4.61    17.60    18.24    26.52    10.80     1.00     0.30    80.08     1.25
 8252.33    -4.65    17.56    18.20    26.48    10.80     1.00     0.30    80.09     1.25
 8252.50    -4.70    17.53    18.17    26.45    10.80     1.00     0.30    80.09     1.25
 8252.67    -4.74    17.49    18.14    26.42    10.80     1.00     0.30    80.10     1.25
 8252.83    -4.79    17.46    18.11    26.39    10.80     1.00     0.30    80.11     1.25
 8253.00    -4.84    17.44    18.08    26.36    10.80     1.00     0.30    80.12     1.25
 8253.17    -4.91    17.41    18.05    26.33    10.80     1.00     0.30    80.13     1.25
 8253.33    -5.00    17.37    18.02    26.30    10.80     1.00     0.30    80.15     1.25
 8253.50    -5.08    17.34    17.99    26.27    10.80     1.00     0.30    80.16     1.25
 8253.67    -5.16    17.31    17.95    26.24    10.81     1.00     0.30    80.18     1.25
 8253.83    -5.24    17.27    17.92    26.20    10.81     1.00     0.30    80.20     1.25
 8254.00    -5.33    17.24    17.88    26.17    10.81     1.00     0.30    80.22     1.25
 8254.17    -5.42    17.20    17.85    26.14    10.82     1.00     0.30    80.25     1.25
 8254.33    -5.51    17.16    17.81    26.10    10.82     1.00     0.30    80.28     1.25
 8254.50    -5.60    17.13    17.77    26.07    10.82     1.00     0.30    80.32     1.25
